ID,brand,Origin of brand,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,seats,selling_price
9403,Ford,American,7,43000,Dealer,Diesel,Manual,22.7,1498,5,540000
9404,Hyundai,Asian,1,9668,Trustmark Dealer,CNG,Manual,30.48,1086,5,540000
9405,Hyundai,Asian,5,8500,Dealer,Petrol,Manual,18.5,1197,5,540000
9406,Hyundai,Asian,2,15000,Individual,Petrol,Automatic,20.3,1086,5,540000
9407,Ford,American,6,60217,Dealer,Diesel,Manual,25.83,1498,5,540000
9408,Maruti,Asian,7,76000,Dealer,Diesel,Manual,23.4,1248,5,540000
9409,Honda,Asian,5,24000,Dealer,Petrol,Manual,17.3,1497,7,540000
9410,Hyundai,Asian,5,55371,Dealer,Petrol,Manual,19.1,1197,5,540000
9411,Maruti,Asian,4,40000,Individual,Petrol,Manual,21.21,1197,5,540000
9412,Hyundai,Asian,4,19744,Dealer,Diesel,Manual,24,1186,5,540000
9413,Hyundai,Asian,6,47000,Dealer,Petrol,Manual,18.5,1197,5,540000
9414,Hyundai,Asian,4,16000,Dealer,Petrol,Manual,18.5,1197,5,540000
9415,Hyundai,Asian,6,67000,Dealer,Petrol,Automatic,18.9,1197,5,540000
9416,Volkswagen,European,8,118000,Dealer,Diesel,Manual,20.54,1598,5,540000
9417,Maruti,Asian,6,45000,Dealer,Petrol,Manual,20.73,1373,5,540000
9418,Hyundai,Asian,7,40000,Dealer,Petrol,Automatic,15,1396,5,540000
9419,Hyundai,Asian,6,19526,Dealer,Petrol,Manual,18.9,1197,5,540000
9420,Hyundai,Asian,2,10000,Individual,Petrol,Manual,18.9,1197,5,540000
9421,Toyota,Asian,7,60000,Individual,Diesel,Manual,23.59,1364,5,540000
9422,Honda,Asian,3,72000,Dealer,Petrol,Manual,18.7,1199,5,540000
9423,Maruti,Asian,4,15000,Dealer,Petrol,Automatic,21.63,998,5,540000
9424,Maruti,Asian,2,8000,Individual,Petrol,Manual,21.21,1197,5,539000
9425,Honda,Asian,5,31975,Dealer,Petrol,Manual,17.8,1497,5,539000
9426,Honda,Asian,5,72000,Dealer,Diesel,Manual,27.3,1498,5,539000
9427,Tata,Asian,2,16000,Individual,Petrol,Manual,23.84,1199,5,539000
9428,Volkswagen,European,3,54495,Dealer,Diesel,Manual,20.14,1498,5,538000
9429,Maruti,Asian,6,62000,Dealer,Diesel,Manual,28.09,1248,5,537000
9430,Honda,Asian,7,75000,Dealer,Petrol,Manual,17.4,1497,5,537000
9431,Ford,American,5,57500,Individual,Diesel,Manual,25.83,1498,5,536000
9432,Hyundai,Asian,3,60000,Individual,Diesel,Manual,24,1186,5,536000
9433,Maruti,Asian,6,45000,Dealer,Diesel,Manual,28.09,1248,5,536000
9434,Hyundai,Asian,2,15000,Individual,Petrol,Automatic,18.9,1197,5,535000
9435,Hyundai,Asian,6,35213,Dealer,Diesel,Manual,22.54,1396,5,535000
9436,Hyundai,Asian,7,10000,Individual,Petrol,Manual,18.6,1197,5,535000
9437,Maruti,Asian,2,11000,Dealer,Petrol,Manual,21.4,1197,5,535000
9438,Maruti,Asian,2,14499,Trustmark Dealer,Petrol,Manual,22,1197,5,535000
9439,Tata,Asian,1,10000,Individual,Petrol,Manual,23.84,1199,5,535000
9440,Maruti,Asian,6,48200,Dealer,Diesel,Manual,25.47,1248,7,535000
9441,Fiat,European,5,47000,Dealer,Diesel,Manual,20.5,1248,5,535000
9442,Hyundai,Asian,6,52000,Individual,Petrol,Manual,18.6,1197,5,535000
9443,Volkswagen,European,7,51200,Dealer,Diesel,Manual,22.07,1199,5,535000
9444,Volkswagen,European,5,60000,Individual,Diesel,Manual,21.66,1498,5,535000
9445,Volkswagen,European,7,53000,Dealer,Petrol,Automatic,17.21,1197,5,535000
9446,Hyundai,Asian,9,67000,Dealer,Diesel,Manual,22.32,1582,5,535000
9447,Skoda,European,10,44275,Dealer,Petrol,Automatic,13.7,1798,5,535000
9448,Tata,Asian,4,11500,Dealer,Petrol,Automatic,23.84,1199,5,535000
9449,Hyundai,Asian,7,44000,Dealer,Petrol,Manual,17,1197,5,535000
9450,Ford,American,7,63000,Dealer,Petrol,Manual,18.88,999,5,535000
9451,Hyundai,Asian,5,28854,Dealer,Petrol,Manual,18.9,1197,5,535000
9452,Hyundai,Asian,6,112300,Individual,Petrol,Manual,18.6,1197,5,535000
9453,Maruti,Asian,5,100000,Individual,Diesel,Manual,25.2,1248,5,535000
9454,Hyundai,Asian,3,21585,Dealer,Petrol,Automatic,18.9,1197,5,535000
9455,Hyundai,Asian,5,5000,Individual,Diesel,Manual,24,1120,5,535000
9456,Hyundai,Asian,6,18745,Dealer,Petrol,Manual,18.6,1197,5,535000
9457,Maruti,Asian,5,110000,Individual,Diesel,Manual,26.59,1248,5,535000
9458,Volkswagen,European,7,72103,Dealer,Diesel,Manual,20.14,1498,5,535000
9459,Tata,Asian,3,25000,Individual,Petrol,Manual,20.3,1199,5,535000
9460,Maruti,Asian,3,5000,Individual,Petrol,Automatic,21.63,998,5,535000
9461,Maruti,Asian,5,23211,Dealer,Petrol,Manual,20.85,1197,5,535000
9462,Hyundai,Asian,5,64000,Individual,Diesel,Manual,22.54,1396,5,535000
9463,Mahindra,Asian,7,25000,Individual,Diesel,Manual,14,2489,8,535000
9464,Maruti,Asian,1,10000,Individual,Petrol,Manual,20.89,1197,5,535000
9465,Honda,Asian,6,53000,Dealer,Diesel,Manual,26,1498,5,535000
9466,Toyota,Asian,6,28000,Dealer,Petrol,Manual,17.71,1197,5,535000
9467,Hyundai,Asian,3,25000,Individual,Petrol,Manual,18.6,1197,5,535000
9468,Hyundai,Asian,4,30000,Dealer,Petrol,Manual,17,1197,5,535000
9469,Hyundai,Asian,4,24278,Trustmark Dealer,Petrol,Manual,18.6,1197,5,535000
9470,Maruti,Asian,2,14316,Trustmark Dealer,Petrol,Manual,21.21,1197,5,535000
9471,Toyota,Asian,9,126657,Dealer,Diesel,Manual,12.99,2494,7,535000
9472,Honda,Asian,7,44000,Dealer,Diesel,Manual,26,1498,5,535000
9473,Maruti,Asian,4,47000,Dealer,Diesel,Manual,28.4,1248,5,535000
9474,Maruti,Asian,6,55000,Dealer,Diesel,Manual,23.2,1248,5,535000
9475,Honda,Asian,11,137000,Dealer,Petrol,Manual,10.8,2354,5,535000
9476,Hyundai,Asian,5,28500,Dealer,Petrol,Manual,18.9,1197,5,535000
9477,Hyundai,Asian,5,19000,Dealer,Petrol,Manual,18.9,1197,5,535000
9478,Skoda,European,7,70000,Dealer,Diesel,Manual,21.14,1498,5,535000
9479,Ford,American,8,50000,Dealer,Petrol,Automatic,16.5,1499,5,535000
9480,Hyundai,Asian,5,19000,Dealer,Petrol,Manual,18.9,1197,5,535000
9481,Ford,American,5,27000,Dealer,Petrol,Automatic,17.01,1499,5,535000
9482,Hyundai,Asian,7,90000,Individual,Petrol,Manual,18.5,1197,5,535000
9483,Volkswagen,European,5,43439,Dealer,Petrol,Manual,16.2,1199,5,535000
9484,Tata,Asian,5,16500,Individual,Diesel,Manual,22.95,1248,5,535000
9485,Maruti,Asian,3,10503,Trustmark Dealer,Petrol,Automatic,20.89,1197,5,535000
9486,Toyota,Asian,5,52858,Trustmark Dealer,Petrol,Manual,17.71,1197,5,535000
9487,Hyundai,Asian,4,59656,Trustmark Dealer,Diesel,Manual,24,1186,5,532000
9488,Maruti,Asian,5,31600,Dealer,Petrol,Manual,21.4,1197,5,532000
9489,Ford,American,6,73521,Dealer,Diesel,Manual,21.7,1498,5,532000
9490,Ford,American,6,162828,Dealer,Diesel,Manual,22.77,1498,5,531000
9491,Maruti,Asian,3,100000,Individual,Diesel,Manual,23.4,1248,5,531000
9492,Volkswagen,European,6,68314,Dealer,Diesel,Manual,20.14,1498,5,531000
9493,Maruti,Asian,2,20000,Individual,Petrol,Manual,20.89,1197,5,530000
9494,Maruti,Asian,6,70000,Individual,Petrol,Manual,20.73,1373,5,530000
9495,Tata,Asian,5,9500,Individual,Petrol,Manual,23.84,1199,5,530000
9496,Maruti,Asian,6,40000,Individual,Diesel,Manual,26.59,1248,5,530000
9497,Maruti,Asian,3,5000,Individual,Petrol,Manual,21.21,1197,5,530000
9498,Honda,Asian,7,66100,Dealer,Diesel,Manual,26,1498,5,530000
9499,Mahindra,Asian,8,140000,Individual,Diesel,Manual,12.05,2179,8,530000
9500,Maruti,Asian,6,84003,Individual,Diesel,Manual,26.59,1248,5,530000
9501,Maruti,Asian,6,84405,Individual,Diesel,Manual,26.59,1248,5,530000
9502,Honda,Asian,5,66000,Dealer,Petrol,Manual,16,1198,5,530000
9503,Nissan,Asian,3,50000,Individual,Diesel,Manual,22.71,1461,5,530000
9504,Mahindra,Asian,2,35000,Individual,Diesel,Manual,23.5,909,8,530000
9505,Ford,American,6,69997,Dealer,Diesel,Manual,23,1498,5,530000
9506,Maruti,Asian,2,23414,Trustmark Dealer,Petrol,Manual,22,1197,5,530000
9507,Maruti,Asian,6,38000,Individual,Diesel,Manual,25.2,1248,5,530000
9508,Hyundai,Asian,2,11500,Dealer,Petrol,Manual,20.3,1086,5,530000
9509,Maruti,Asian,2,20000,Individual,Petrol,Manual,22,1197,5,530000
9510,Tata,Asian,2,15000,Individual,Petrol,Manual,23.84,1199,5,530000
9511,Skoda,European,7,36000,Dealer,Diesel,Manual,20.5,1598,5,530000
9512,Volkswagen,European,5,30000,Dealer,Petrol,Manual,16.2,1199,5,530000
9513,Ford,American,6,90000,Individual,Petrol,Automatic,15.63,1499,5,530000
9514,Hyundai,Asian,2,4800,Individual,Petrol,Manual,20.3,1086,5,530000
9515,Maruti,Asian,6,55000,Dealer,Petrol,Manual,22,1197,5,530000
9516,Maruti,Asian,7,101374,Dealer,Diesel,Manual,23.4,1248,5,530000
9517,Maruti,Asian,7,101931,Dealer,Diesel,Manual,19.3,1248,5,530000
9518,Maruti,Asian,2,25000,Individual,Petrol,Automatic,23.1,998,5,530000
9519,Ford,American,3,50000,Individual,Petrol,Manual,18.16,1196,5,530000
9520,Hyundai,Asian,6,70000,Individual,Diesel,Manual,24.4,1120,5,530000
9521,Hyundai,Asian,6,65922,Dealer,Petrol,Manual,18.6,1197,5,530000
9522,Hyundai,Asian,7,75000,Dealer,Diesel,Manual,22.54,1396,5,530000
9523,Maruti,Asian,6,178000,Individual,Diesel,Manual,25.2,1248,5,530000
9524,Ford,American,4,90000,Individual,Diesel,Manual,25.83,1498,5,530000
9525,Maruti,Asian,4,59518,Dealer,Diesel,Manual,26.8,1248,5,530000
9526,Maruti,Asian,6,120000,Individual,Diesel,Manual,26.21,1248,5,530000
9527,Hyundai,Asian,6,65000,Dealer,Petrol,Manual,18.6,1197,5,530000
9528,Skoda,European,6,82000,Dealer,Diesel,Manual,21.14,1498,5,530000
9529,Volkswagen,European,7,64341,Dealer,Diesel,Manual,20.14,1498,5,530000
9530,Hyundai,Asian,2,5000,Individual,Petrol,Automatic,20.3,1086,5,530000
9531,Volkswagen,European,9,79349,Dealer,Diesel,Manual,20.54,1598,5,530000
9532,Maruti,Asian,6,70000,Individual,Petrol,Manual,21.4,1197,5,530000
9533,Maruti,Asian,4,2300,Individual,Petrol,Manual,20.89,1197,5,530000
9534,Hyundai,Asian,3,29000,Individual,Petrol,Manual,18.6,1197,5,530000
9535,Maruti,Asian,6,103000,Individual,Diesel,Manual,28.09,1248,5,530000
9536,Hyundai,Asian,8,90000,Dealer,Diesel,Manual,22.32,1582,5,530000
9537,Datsun,Asian,3,9605,Individual,Petrol,Manual,19.83,1198,7,530000
9538,Hyundai,Asian,2,25000,Individual,Petrol,Manual,20.14,1197,5,530000
9539,Hyundai,Asian,8,50000,Individual,Petrol,Manual,17.01,1591,5,530000
9540,Hyundai,Asian,5,32359,Dealer,Petrol,Manual,17.01,1591,5,530000
9541,Hyundai,Asian,6,80000,Individual,Diesel,Manual,23.9,1582,5,530000
9542,Maruti,Asian,5,80000,Individual,Diesel,Manual,26.59,1248,5,530000
9543,Datsun,Asian,2,1041,Dealer,Petrol,Manual,19.02,1198,5,530000
9544,Honda,Asian,7,171000,Individual,Diesel,Manual,25.1,1498,5,530000
9545,Maruti,Asian,5,36889,Dealer,Petrol,Manual,20.73,1373,5,530000
9546,Maruti,Asian,7,26000,Dealer,Petrol,Manual,16.02,1373,7,530000
9547,Hyundai,Asian,5,30000,Dealer,Petrol,Manual,18.6,1197,5,530000
9548,Maruti,Asian,6,60000,Individual,Diesel,Manual,26.59,1248,5,530000
9549,Volkswagen,European,3,22500,Dealer,Petrol,Manual,17,1198,5,530000
9550,Hyundai,Asian,5,35000,Dealer,Petrol,Manual,18.6,1197,5,530000
9551,Hyundai,Asian,6,52900,Dealer,Diesel,Manual,23,1396,5,530000
9552,Ford,American,5,65000,Individual,Diesel,Manual,22.77,1498,5,530000
9553,Maruti,Asian,5,44000,Dealer,Petrol,Manual,21.01,1197,5,530000
9554,Volkswagen,European,6,61000,Dealer,Petrol,Manual,15.04,1598,5,530000
9555,Hyundai,Asian,4,38343,Dealer,Petrol,Manual,18.9,1197,5,530000
9556,Maruti,Asian,6,105240,Dealer,Diesel,Manual,23.4,1248,5,530000
9557,Hyundai,Asian,7,50000,Individual,Petrol,Manual,18.6,1197,5,530000
9558,Maruti,Asian,4,60000,Dealer,Petrol,Automatic,23.1,998,5,530000
9559,Hyundai,Asian,6,39048,Dealer,Petrol,Manual,18.9,1197,5,530000
9560,Maruti,Asian,4,60000,Individual,Petrol,Manual,20.89,1197,5,530000
9561,Maruti,Asian,8,70000,Individual,Diesel,Manual,22.9,1248,5,530000
9562,Hyundai,Asian,5,51000,Dealer,Petrol,Manual,18.9,1197,5,530000
9563,Maruti,Asian,4,47050,Dealer,Petrol,Manual,21.21,1197,5,530000
9564,Toyota,Asian,7,60000,Individual,Diesel,Manual,23.59,1364,5,530000
9565,Tata,Asian,4,28000,Individual,Diesel,Manual,20.65,1248,5,530000
9566,Honda,Asian,4,29000,Dealer,Petrol,Manual,18.5,1198,5,530000
9567,Mahindra,Asian,8,39000,Individual,Diesel,Manual,15.96,2523,7,530000
9568,Maruti,Asian,5,73000,Individual,Petrol,Manual,20.85,1197,5,530000
9569,Honda,Asian,3,20000,Individual,Petrol,Manual,17.8,1198,5,530000
9570,Volkswagen,European,7,35000,Individual,Petrol,Manual,16.47,1198,5,530000
9571,Mahindra,Asian,6,24970,Dealer,Diesel,Manual,14.02,2179,7,530000
9572,Honda,Asian,10,85000,Individual,Petrol,Manual,17,1497,5,530000
9573,Hyundai,Asian,5,50000,Individual,Petrol,Manual,18.6,1197,5,530000
9574,Maruti,Asian,5,60000,Individual,Diesel,Manual,26.59,1248,5,530000
9575,Maruti,Asian,6,35000,Individual,Petrol,Manual,20.85,1197,5,530000
9576,Hyundai,Asian,10,110000,Individual,Diesel,Manual,22.32,1582,5,530000
9577,Maruti,Asian,6,38000,Dealer,Petrol,Manual,21.21,1197,5,530000
9578,Maruti,Asian,5,110000,Individual,Diesel,Manual,25.2,1248,5,530000
9579,Hyundai,Asian,5,50000,Dealer,Petrol,Manual,18.6,1197,5,530000
9580,Hyundai,Asian,2,10000,Individual,Petrol,Manual,18.9,1197,5,530000
9581,Hyundai,Asian,5,57000,Individual,Diesel,Manual,22.54,1396,5,530000
9582,Ford,American,7,61000,Dealer,Petrol,Manual,15.8,1499,5,530000
9583,Maruti,Asian,6,150000,Individual,Diesel,Manual,20.77,1248,7,530000
9584,Hyundai,Asian,4,32000,Individual,Petrol,Manual,18.9,1197,5,530000
9585,Maruti,Asian,7,25000,Individual,Diesel,Manual,20.77,1248,7,530000
9586,Maruti,Asian,2,19000,Dealer,CNG,Manual,30.47,998,5,529000
9587,Tata,Asian,2,40000,Dealer,Diesel,Manual,24.7,1047,5,529000
9588,Hyundai,Asian,4,36732,Dealer,Diesel,Manual,24,1186,5,529000
9589,Renault,European,8,72396,Dealer,Diesel,Manual,19.01,1461,5,528000
9590,Honda,Asian,4,33869,Dealer,Petrol,Manual,17.8,1198,5,527000
9591,Hyundai,Asian,7,70355,Dealer,Diesel,Manual,22.32,1582,5,527000
9592,Hyundai,Asian,6,39000,Dealer,Petrol,Manual,18.6,1197,5,526000
9593,Ford,American,4,19093,Trustmark Dealer,Petrol,Manual,18.16,1196,5,525000
9594,Nissan,Asian,6,69000,Dealer,Diesel,Manual,19.01,1461,5,525000
9595,Honda,Asian,7,77000,Dealer,Diesel,Manual,26,1498,5,525000
9596,Tata,Asian,3,90000,Individual,Diesel,Manual,22.95,1248,5,525000
9597,Toyota,Asian,9,187031,Dealer,Diesel,Manual,12.99,2494,8,525000
9598,Honda,Asian,4,30000,Dealer,Petrol,Manual,18.7,1199,5,525000
9599,Maruti,Asian,4,14838,Individual,Petrol,Manual,22,1197,5,525000
9600,Ford,American,6,61000,Dealer,Petrol,Manual,15.8,1499,5,525000
9601,Honda,Asian,5,23000,Dealer,Diesel,Manual,27.3,1498,5,525000
9602,Maruti,Asian,6,37006,Dealer,Diesel,Manual,26.21,1248,5,525000
9603,Ford,American,5,67000,Dealer,Diesel,Manual,22.77,1498,5,525000
9604,Hyundai,Asian,6,90000,Individual,Diesel,Manual,23.9,1582,5,525000
9605,Maruti,Asian,5,84000,Individual,Diesel,Manual,24.3,1248,5,525000
9606,Hyundai,Asian,3,15000,Individual,Petrol,Manual,18.9,1197,5,525000
9607,Ford,American,5,20000,Individual,Petrol,Manual,18.16,1196,5,525000
9608,Maruti,Asian,6,72909,Dealer,Petrol,Manual,19.01,1462,7,525000
9609,Maruti,Asian,7,22681,Dealer,Petrol,Manual,16.02,1373,7,525000
9610,Honda,Asian,5,34000,Dealer,Petrol,Manual,18.7,1199,5,525000
9611,Volkswagen,European,6,50000,Dealer,Petrol,Automatic,18.19,1197,5,525000
9612,Maruti,Asian,5,20000,Dealer,Petrol,Manual,22,1197,5,525000
9613,Hyundai,Asian,5,75000,Individual,Petrol,Manual,18.6,1197,5,525000
9614,Tata,Asian,3,7000,Dealer,Petrol,Manual,24,1199,5,525000
9615,Hyundai,Asian,6,190000,Individual,Diesel,Manual,22.54,1396,5,525000
9616,Skoda,European,7,54000,Dealer,Petrol,Manual,15,1598,5,525000
9617,Hyundai,Asian,6,48488,Dealer,Petrol,Manual,18.6,1197,5,525000
9618,Hyundai,Asian,6,55000,Dealer,Petrol,Automatic,18.9,1197,5,525000
9619,Maruti,Asian,4,47063,Dealer,Petrol,Manual,20.89,1197,5,525000
9620,Chevrolet,American,6,60000,Individual,Diesel,Manual,13.58,2499,10,525000
9621,Tata,Asian,3,60204,Dealer,Diesel,Manual,24.7,1047,5,525000
9622,Toyota,Asian,9,90000,Dealer,Diesel,Manual,21.43,1364,5,525000
9623,Skoda,European,6,27000,Dealer,Petrol,Manual,15,1598,5,525000
9624,Volkswagen,European,5,110000,Dealer,Petrol,Manual,16.2,1199,5,525000
9625,Renault,European,4,80000,Individual,Diesel,Manual,19.87,1461,5,525000
9626,Hyundai,Asian,6,23000,Individual,Petrol,Manual,18.9,1197,5,525000
9627,Toyota,Asian,12,104000,Individual,Diesel,Manual,12.8,2494,8,525000
9628,Toyota,Asian,13,95000,Dealer,Diesel,Manual,12.99,2494,8,525000
9629,Skoda,European,9,75000,Dealer,Diesel,Automatic,20,1968,5,525000
9630,Ford,American,8,69141,Dealer,Diesel,Manual,22.7,1498,5,525000
9631,Maruti,Asian,7,77000,Dealer,Diesel,Manual,25.2,1248,5,525000
9632,Volkswagen,European,7,95000,Dealer,Diesel,Manual,20.54,1598,5,525000
9633,Mercedes-Benz,European,14,92000,Dealer,Diesel,Automatic,11,2987,5,525000
9634,Hyundai,Asian,6,15000,Dealer,Petrol,Automatic,18.9,1197,5,525000
9635,Hyundai,Asian,3,5000,Individual,Petrol,Manual,18.9,1197,5,525000
9636,Volkswagen,European,9,276000,Individual,Diesel,Automatic,16.96,1968,5,525000
9637,Maruti,Asian,6,70695,Dealer,Diesel,Manual,28.4,1248,5,525000
9638,Ford,American,5,50000,Individual,Diesel,Manual,25.83,1498,5,525000
9639,Ford,American,5,25780,Dealer,Petrol,Manual,18.16,1196,5,525000
9640,Maruti,Asian,5,20000,Individual,Petrol,Manual,20.85,1197,5,525000
9641,Volkswagen,European,8,80000,Individual,Diesel,Manual,20.54,1598,5,525000
9642,Volkswagen,European,5,85000,Dealer,Petrol,Manual,17,1198,5,525000
9643,Volkswagen,European,6,41000,Dealer,Diesel,Manual,20.14,1498,5,525000
9644,Volkswagen,European,8,71000,Dealer,Diesel,Manual,20.54,1598,5,525000
9645,Volkswagen,European,7,43000,Dealer,Petrol,Manual,16.47,1198,5,525000
9646,Maruti,Asian,4,120000,Individual,CNG,Manual,19,1197,5,525000
9647,Ford,American,2,31000,Individual,Petrol,Manual,18.16,1196,5,525000
9648,Hyundai,Asian,9,57400,Dealer,Diesel,Manual,16.8,1493,5,525000
9649,Volkswagen,European,3,22000,Dealer,Petrol,Manual,17,1198,5,525000
9650,Ford,American,8,94000,Dealer,Diesel,Manual,22.7,1498,5,525000
9651,Maruti,Asian,6,106452,Dealer,Diesel,Manual,22.9,1248,5,525000
9652,Maruti,Asian,7,40000,Dealer,Petrol,Manual,23.26,1197,5,525000
9653,Toyota,Asian,6,74000,Dealer,Diesel,Manual,23.59,1364,5,525000
9654,Tata,Asian,4,31000,Dealer,Petrol,Manual,23.84,1199,5,525000
9655,Hyundai,Asian,9,60000,Dealer,Diesel,Manual,22.32,1582,5,525000
9656,Honda,Asian,5,72000,Dealer,Petrol,Manual,18.2,1199,5,525000
9657,Maruti,Asian,5,25000,Dealer,Petrol,Manual,22,1197,5,525000
9658,Maruti,Asian,2,32000,Dealer,Petrol,Automatic,20.52,1197,5,525000
9659,Honda,Asian,5,103092,Dealer,Diesel,Manual,25.8,1498,5,525000
9660,Maruti,Asian,4,54300,Dealer,Petrol,Manual,20.89,1197,5,525000
9661,Maruti,Asian,4,28500,Dealer,Petrol,Automatic,20.51,998,5,525000
9662,Tata,Asian,3,16000,Dealer,Petrol,Manual,23.84,1199,5,525000
9663,Volkswagen,European,6,96000,Individual,Diesel,Manual,20.14,1498,5,525000
9664,Hyundai,Asian,3,20000,Individual,Petrol,Manual,18.9,1197,5,525000
9665,Hyundai,Asian,9,56702,Dealer,Diesel,Manual,22.32,1582,5,525000
9666,Honda,Asian,17,60000,Dealer,Petrol,Automatic,13.1,1997,5,525000
9667,Hyundai,Asian,5,62214,Dealer,Diesel,Manual,24,1120,5,525000
9668,Hyundai,Asian,6,72000,Dealer,Petrol,Manual,18.6,1197,5,525000
9669,Hyundai,Asian,4,40000,Dealer,Petrol,Manual,18.9,1197,5,525000
9670,Hyundai,Asian,6,19600,Dealer,Petrol,Automatic,18.9,1197,5,525000
9671,Mahindra,Asian,6,99826,Individual,Diesel,Manual,15.96,2523,7,525000
9672,Toyota,Asian,6,76687,Dealer,Diesel,Manual,23.59,1364,5,525000
9673,Maruti,Asian,5,86448,Dealer,Diesel,Manual,28.4,1248,5,525000
9674,Honda,Asian,6,55000,Dealer,Petrol,Manual,17.3,1497,7,525000
9675,Tata,Asian,7,75875,Dealer,Diesel,Manual,14,2179,7,525000
9676,Honda,Asian,5,103000,Dealer,Diesel,Manual,25.8,1498,5,525000
9677,Hyundai,Asian,2,36000,Dealer,Petrol,Manual,18.9,1197,5,525000
9678,Nissan,Asian,5,60000,Individual,Diesel,Manual,20.45,1461,5,525000
9679,Maruti,Asian,6,57000,Dealer,Diesel,Manual,26.59,1248,5,525000
9680,Hyundai,Asian,3,30000,Individual,Petrol,Manual,18.9,1197,5,525000
9681,Maruti,Asian,5,50000,Dealer,Diesel,Manual,19.3,1248,5,525000
9682,Hyundai,Asian,6,25000,Dealer,Diesel,Manual,22.54,1396,5,525000
9683,Maruti,Asian,5,18000,Dealer,Petrol,Manual,20.73,1373,5,525000
9684,Volkswagen,European,5,130000,Dealer,Diesel,Manual,20.14,1498,5,525000
9685,Hyundai,Asian,3,14000,Dealer,Petrol,Manual,20.14,1197,5,525000
9686,Ford,American,6,36490,Dealer,Diesel,Manual,21.7,1498,5,525000
9687,Honda,Asian,7,45000,Dealer,Petrol,Manual,17.8,1497,5,525000
9688,Mahindra,Asian,9,135000,Individual,Diesel,Manual,15.1,2179,7,525000
9689,Hyundai,Asian,5,30000,Individual,Petrol,Manual,17.19,1197,5,525000
9690,Maruti,Asian,2,60000,Individual,Petrol,Manual,21.21,1197,5,525000
9691,Mahindra,Asian,12,120000,Individual,Diesel,Manual,13.6,2523,7,525000
9692,Honda,Asian,8,7979,Dealer,Petrol,Manual,16.8,1497,5,525000
9693,Maruti,Asian,5,79000,Dealer,Diesel,Manual,25.2,1248,5,525000
9694,Maruti,Asian,2,40000,Individual,Petrol,Manual,21.21,1197,5,525000
9695,Maruti,Asian,4,45000,Dealer,Diesel,Manual,19.3,1248,5,525000
9696,Mahindra,Asian,5,103103,Dealer,Diesel,Manual,18.49,1493,7,525000
9697,Maruti,Asian,6,79000,Dealer,Diesel,Manual,28.4,1248,5,525000
9698,Ford,American,7,80000,Dealer,Diesel,Manual,22.7,1498,5,525000
9699,Renault,European,7,42514,Dealer,Diesel,Manual,19.72,1461,5,525000
9700,Honda,Asian,4,35000,Individual,Petrol,Manual,17.8,1198,5,525000
9701,Hyundai,Asian,8,130600,Dealer,Diesel,Manual,22.7,1582,5,525000
9702,Honda,Asian,7,25000,Dealer,Diesel,Manual,26,1498,5,525000
9703,Maruti,Asian,4,23000,Dealer,Petrol,Manual,20.85,1197,5,525000
9704,Honda,Asian,8,8989,Dealer,Petrol,Manual,16.8,1497,5,525000
9705,Mahindra,Asian,8,53860,Dealer,Diesel,Manual,14,2498,8,525000
9706,Hyundai,Asian,6,23114,Dealer,Petrol,Manual,18.6,1197,5,525000
9707,Toyota,Asian,11,48000,Dealer,Diesel,Manual,12.8,2494,8,525000
9708,Ford,American,6,142000,Dealer,Diesel,Manual,21.7,1498,5,525000
9709,Hyundai,Asian,7,54000,Dealer,Petrol,Manual,19.1,1197,5,525000
9710,Mahindra,Asian,6,107107,Dealer,Diesel,Manual,15.96,2523,7,525000
9711,Ford,American,7,38125,Dealer,Diesel,Manual,22.7,1498,5,525000
9712,Honda,Asian,4,45000,Dealer,Petrol,Automatic,15.5,1198,5,525000
9713,Ford,American,6,58000,Dealer,Diesel,Manual,22.7,1498,5,525000
9714,Maruti,Asian,6,46000,Dealer,Petrol,Manual,20.73,1373,5,525000
9715,Maruti,Asian,6,39085,Dealer,Diesel,Manual,28.09,1248,5,525000
9716,Hyundai,Asian,6,33794,Dealer,Petrol,Manual,18.6,1197,5,525000
9717,Nissan,Asian,8,55000,Individual,Diesel,Manual,19.3,1461,6,525000
9718,Maruti,Asian,3,16000,Dealer,Petrol,Manual,22,1197,5,525000
9719,Nissan,Asian,7,60000,Dealer,Diesel,Manual,19.01,1461,5,525000
9720,Volkswagen,European,6,75000,Dealer,Petrol,Automatic,17.21,1197,5,525000
9721,Toyota,Asian,9,65000,Dealer,Diesel,Manual,21.43,1364,5,525000
9722,Ford,American,5,143000,Individual,Diesel,Manual,22.77,1498,5,525000
9723,Volkswagen,European,3,25000,Individual,Petrol,Manual,19.44,999,5,525000
9724,Honda,Asian,6,63000,Dealer,Diesel,Manual,26,1498,5,525000
9725,Maruti,Asian,3,47064,Dealer,Petrol,Automatic,23.1,998,5,525000
9726,Hyundai,Asian,7,49000,Dealer,Diesel,Manual,22.54,1396,5,525000
9727,Ford,American,6,72000,Dealer,Diesel,Manual,22.77,1498,5,525000
9728,Skoda,European,9,67544,Dealer,Diesel,Automatic,17.2,1968,5,525000
9729,Maruti,Asian,5,38765,Dealer,Petrol,Manual,22,1197,5,525000
9730,Hyundai,Asian,6,55000,Dealer,Petrol,Manual,17.19,1197,5,525000
